PUBLIC;ACADEMIC_Y;COURSE_NAME;COURSE_ACCESS_CONNECTION;COURSE_ACCESS_MINUTES;COURSE_INTERACTIONS;FIRST_COURSE_ACCESS;LAST_COURSE_ACCESS;T_EXE_SUBMISSION_COUNT;RATING_S1Q1;RANK_S1Q1;TOTAL_STUDENTS_NUMBER;S1Q1_EXE_SUBMISSION_COUNT;FIRST_S1Q1_EXE_SUBMISSION;LAST_S1Q1_EXE_SUBMISSION;RATING_S2Q1;DIFF_RATING_S2Q1;RANK_S2Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S2Q1;S2Q1_EXE_SUBMISSION_COUNT;FIRST_S2Q1_EXE_SUBMISSION;LAST_S2Q1_EXE_SUBMISSION;RATING_S3Q1;DIFF_RATING_S3Q1;RANK_S3Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S3Q1;S3Q1_EXE_SUBMISSION_COUNT;FIRST_S3Q1_EXE_SUBMISSION;LAST_S3Q1_EXE_SUBMISSION;RATING_S4Q1;DIFF_RATING_S4Q1;RANK_S4Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S4Q1;S4Q1_EXE_SUBMISSION_COUNT;FIRST_S4Q1_EXE_SUBMISSION;LAST_S4Q1_EXE_SUBMISSION;RATING_S5Q1;DIFF_RATING_S5Q1;RANK_S5Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S5Q1;S5Q1_EXE_SUBMISSION_COUNT;FIRST_S5Q1_EXE_SUBMISSION;LAST_S5Q1_EXE_SUBMISSION;RATING_S6Q1;DIFF_RATING_S6Q1;RANK_S6Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S6Q1;S6Q1_EXE_SUBMISSION_COUNT;FIRST_S6Q1_EXE_SUBMISSION;LAST_S6Q1_EXE_SUBMISSION;RATING_S7Q1;DIFF_RATING_S7Q1;RANK_S7Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S7Q1;S7Q1_EXE_SUBMISSION_COUNT;FIRST_S7Q1_EXE_SUBMISSION;LAST_S7Q1_EXE_SUBMISSION;RATING_S8Q1;DIFF_RATING_S8Q1;RANK_S8Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S8Q1;S8Q1_EXE_SUBMISSION_COUNT;FIRST_S8Q1_EXE_SUBMISSION;LAST_S8Q1_EXE_SUBMISSION;RATING_S9Q1;DIFF_RATING_S9Q1;RANK_S9Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S9Q1;S9Q1_EXE_SUBMISSION_COUNT;FIRST_S9Q1_EXE_SUBMISSION;LAST_S9Q1_EXE_SUBMISSION;RATING_S10Q1;DIFF_RATING_S10Q1;RANK_S10Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S10Q1;S10Q1_EXE_SUBMISSION_COUNT;FIRST_S10Q1_EXE_SUBMISSION;LAST_S10Q1_EXE_SUBMISSION;RATING_FINAL_EXAM;DIFF_RATING_FINAL_EXAM;RANK_FINAL_EXAM;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_FINAL_EXAM;FE_EXE_SUBMISSION_COUNT;FIRST_FE_EXE_SUBMISSION;LAST_FE_EXE_SUBMISSION;AVG_RATING;RANK;TOTAL_STUDENTS_NUMBER;ACTIVITY_ORIENTED_INVESTMENT;INTERACTION_ORIENTED_INVESTMENT;COURSE_ACCESS_CONNECTION_ORIENTED_INVESTMENT;COURSE_ACCESS_COUNT_ORIENTED_INVESTMENT;ENGAGEMENT;DIFFICULTY
M2I,IA BIG DATA  ;2021_2022;Python;10;718;203;2021-10-18 05:22:28.218 ;2021-10-26 01:43:58.851 ;5;70;25;29;2;2021-10-19 06:18:38.623 ;2021-10-19 06:20:12.827 ;90;20;15;29;-10;1;2021-10-19 06:38:27.253 ;2021-10-19 06:38:27.253 ;100;10;1;29;-14;1;2021-10-19 07:37:30.576 ;2021-10-19 07:37:30.576 ;60;-40;20;29;19;1;2021-10-20 02:01:01.387 ;2021-10-20 02:01:01.387 ;0;-60;29;29;9;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;29;29;0;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;40;22;29;50;38,01498127;39,75636766;55,55555556;44,4423015;E-P-
M2I,IA BIG DATA  ;2021_2022;Python;12;1100;257;2021-10-18 05:23:31.130 ;2021-10-24 15:04:22.351 ;11;80;6;29;2;2021-10-18 06:05:33.901 ;2021-10-18 06:11:36.096 ;90;10;15;29;9;1;2021-10-18 06:15:33.089 ;2021-10-18 06:15:33.089 ;90;0;12;29;-3;1;2021-10-19 01:59:28.761 ;2021-10-19 01:59:28.761 ;90;0;5;29;-7;1;2021-10-19 02:34:34.597 ;2021-10-19 02:34:34.597 ;77,78;-12,22;3;29;-2;4;2021-10-19 09:36:12.470 ;2021-10-19 10:05:13.719 ;80;2,22;9;29;6;1;2021-10-20 08:12:13.153 ;2021-10-20 08:12:13.153 ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;-80;29;29;20;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;63,4725;14;29;75;48,12734082;60,90808416;66,66666667;58,56736388;E+P+
M2I,IA BIG DATA  ;2021_2022;Python;10;1328;276;2021-10-18 05:22:35.440 ;2022-06-02 02:02:58.698 ;7;80;6;29;2;2021-10-19 00:32:55.815 ;2021-10-19 00:54:57.374 ;100;20;1;29;-5;1;2021-10-19 01:36:04.389 ;2021-10-19 01:36:04.389 ;85;-15;16;29;15;1;2021-10-19 01:53:57.082 ;2021-10-19 01:53:57.082 ;80;-5;9;29;-7;1;2021-10-20 01:04:44.414 ;2021-10-20 01:04:44.414 ;72,22;-7,78;9;29;0;2;2021-10-20 02:01:43.116 ;2021-10-20 02:10:12.442 ;0;-72,22;29;29;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;29;29;0;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;52,1525;16;29;62,5;51,68539326;73,53266888;55,55555556;60,25787257;E+P+
M2I,IA BIG DATA  ;2021_2022;Python;12;1250;269;2021-10-18 05:24:00.841 ;2021-10-25 05:12:16.679 ;6;80;6;29;4;2021-10-18 23:49:57.675 ;2021-10-19 00:35:28.928 ;80;0;23;29;17;1;2021-10-19 00:35:45.546 ;2021-10-19 00:35:45.546 ;85;5;16;29;-7;1;2021-10-19 01:38:30.177 ;2021-10-19 01:38:30.177 ;70;-15;15;29;-1;1;2021-10-19 02:53:24.534 ;2021-10-19 02:53:24.534 ;0;-70;29;29;14;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;29;29;0;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;39,375;22;29;50;50,37453184;69,213732;66,66666667;62,08497684;E+P-
M2I,IA BIG DATA  ;2021_2022;Python;16;1145;509;2021-10-18 05:22:05.663 ;2021-10-27 01:08:53.691 ;18;80;6;29;2;2021-10-18 06:07:53.764 ;2021-10-18 06:08:30.994 ;100;20;1;29;-5;2;2021-10-19 13:59:45.985 ;2021-10-19 14:08:39.747 ;100;0;1;29;0;5;2021-10-19 14:49:59.314 ;2021-10-19 15:03:26.866 ;100;0;1;29;0;2;2021-10-20 06:47:54.995 ;2021-10-20 07:07:27.049 ;77,78;-22,22;3;29;2;3;2021-10-20 08:31:11.791 ;2021-10-20 08:45:48.524 ;100;22,22;1;29;-2;1;2021-10-20 09:55:25.304 ;2021-10-20 09:55:25.304 ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;100;0;1;29;0;3;2021-10-20 10:49:48.698 ;2021-10-20 11:06:49.341 ;100;0;1;29;0;1;2021-10-20 11:45:06.795 ;2021-10-20 11:45:06.795 ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;94,7225;2;29;100;95,31835206;63,39977852;88,88888889;82,53567315;E+P+
M2I,IA BIG DATA  ;2021_2022;Python;9;853;394;2021-10-18 05:22:09.998 ;2021-10-22 01:43:07.712 ;16;80;6;29;2;2021-10-18 06:00:32.381 ;2021-10-18 06:02:06.632 ;100;20;1;29;-5;1;2021-10-20 02:39:51.313 ;2021-10-20 02:39:51.313 ;100;0;1;29;0;2;2021-10-20 06:53:22.271 ;2021-10-20 06:56:36.547 ;100;0;1;29;0;3;2021-10-20 07:01:16.851 ;2021-10-20 07:08:10.963 ;88,89;-11,11;1;29;0;5;2021-10-20 08:43:12.501 ;2021-10-20 09:07:12.270 ;100;11,11;1;29;0;1;2021-10-20 09:56:10.184 ;2021-10-20 09:56:10.184 ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;100;0;1;29;0;1;2021-10-20 10:08:43.923 ;2021-10-20 10:08:43.923 ;100;0;1;29;0;1;2021-10-20 11:45:10.264 ;2021-10-20 11:45:10.264 ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;96,11125;2;29;100;73,78277154;47,23145072;50;57,00474075;E+P+
M2I,IA BIG DATA  ;2021_2022;Python;13;1209;222;2021-10-18 05:22:22.421;2021-10-26 00:27:10.798 ;8;90;1;29;10;2021-10-19 01:27:42.968 ;2021-10-19 01:39:19.091 ;90;0;15;29;14;1;2021-10-19 07:14:56.812 ;2021-10-19 07:14:56.812 ;80;-10;22;29;7;1;2021-10-20 02:10:01.580 ;2021-10-20 02:10:01.580 ;0;-80;29;29;7;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;29;29;0;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;32,5;23;29;37,5;41,57303371;66,94352159;72,22222222;60,24625917;E+P-
M2I,IA BIG DATA  ;2021_2022;Python;11;579;325;2021-10-18 05:22:13.285 ;2022-03-30 02:52:00.838 ;9;60;27;29;2;2021-10-18 05:24:44.847 ;2021-10-18 05:25:48.469 ;90;30;15;29;-12;1;2021-10-18 05:31:04.243 ;2021-10-18 05:31:04.243 ;75;-15;25;29;10;1;2021-10-19 00:35:56.730 ;2021-10-19 00:35:56.730 ;70;-5;15;29;-10;1;2021-10-19 00:46:22.293 ;2021-10-19 00:46:22.293 ;77,78;7,78;3;29;-12;1;2021-10-19 01:53:32.709 ;2021-10-19 01:53:32.709 ;90;12,22;5;29;2;1;2021-10-19 01:58:00.133 ;2021-10-19 01:58:00.133 ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;70;-20;18;29;13;1;2021-10-19 02:03:59.095 ;2021-10-19 02:03:59.095 ;80;10;6;29;-12;1;2021-10-19 02:08:09.165 ;2021-10-19 02:08:09.165 ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;76,5975;14;29;100;60,86142322;32,05980066;61,11111111;51,34411167;E+P+
M2I,IA BIG DATA  ;2021_2022;Python;13;1125;269;2021-10-18 05:22:21.762 ;2021-11-03 03:28:49.638 ;6;90;1;29;2;2021-10-19 02:49:13.836;2021-10-19 06:49:17.969 ;60;-30;27;29;26;1;2021-10-20 03:44:59.799 ;2021-10-20 03:44:59.799 ;70;10;26;29;-1;1;2021-10-20 06:01:10.967 ;2021-10-20 06:01:10.967 ;70;0;15;29;-11;2;2021-10-20 09:21:18.325 ;2021-10-20 09:27:01.861 ;0;-70;29;29;14;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;29;29;0;0;NULL;NULL;0;0;29;29;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;36,25;23;29;50;50,37453184;62,2923588;72,22222222;61,62970429;E+P-
E3IN ;2021_2022;Python;19;872;413;2021-12-29 04:23:11.885 ;2022-02-17 04:31:58.872 ;23;100;1;48;1;2022-01-10 00:30:57.150 ;2022-01-10 00:30:57.150 ;70;-30;42;48;41;1;2022-01-14 01:57:02.717 ;2022-01-14 01:57:02.717 ;75;5;40;48;-2;4;2022-01-17 03:21:23.671 ;2022-01-17 03:36:47.510 ;90;15;14;48;-26;1;2022-01-19 03:19:53.763 ;2022-01-19 03:19:53.763 ;85;-5;26;48;12;2;2022-01-23 05:13:21.393 ;2022-01-23 05:16:43.267 ;80;-5;26;48;0;4;2022-01-24 07:13:31.755 ;2022-01-24 07:24:01.801 ;75;-5;32;48;6;4;2022-01-24 07:25:30.628 ;2022-01-25 00:52:44.741 ;75;0;30;48;-2;3;2022-01-25 00:55:38.554 ;2022-01-25 01:06:14.245 ;70;-5;30;48;0;1;2022-01-25 01:13:00.372 ;2022-01-25 01:13:00.372 ;90;20;8;48;-22;1;2022-01-25 01:30:22.754 ;2022-01-25 01:30:22.754 ;66,67;-23,33;38;48;30;1;2022-01-26 01:55:55.868 ;2022-01-26 01:55:55.868 ;79,69727273;26;48;100;27,88656313;10,83095268;41,30434783;26,67395455;E-P+
E3IN ;2021_2022;Python;13;2682;583;2021-12-08 00:35:33.108 ;2022-02-17 02:33:18.205 ;80;100;1;48;4;2021-12-08 02:16:13.547 ;2021-12-08 02:19:28.826 ;100;0;1;48;0;2;2021-12-08 05:18:42.527 -;2021-12-08 05:20:06.172 ;100;0;1;48;0;16;2021-12-08 06:20:23.231 ;2021-12-08 07:39:34.666 ;100;0;1;48;0;1;2021-12-09 01:00:33.867 ;2021-12-09 01:00:33.867 ;100;0;1;48;0;3;2021-12-09 04:03:04.857 ;2021-12-09 04:13:12.475 ;100;0;1;48;0;28;2021-12-09 04:25:21.925 ;2021-12-09 07:41:06.381 ;100;0;1;48;0;18;2021-12-09 05:56:26.473;2022-01-21 12:18:52.664 ;100;0;1;48;0;3;2021-12-09 06:20:32.880 ;2022-01-13 02:06:48.673 ;100;0;1;48;0;3;2021-12-22 06:49:22.514 ;2022-01-21 12:15:41.283 ;100;0;1;48;0;1;2022-01-13 06:39:48.284 ;2022-01-13 06:39:48.284 ;83,33;-16,67;7;48;6;1;2022-01-26 01:56:31.712 ;2022-01-26 01:56:31.712 ;98,48454545;2;48;100;39,36529372;33,31263197;28,26086957;33,64626509;E-P+
E3IN ;2021_2022;Python;34;1693;493;2021-12-06 02:17:50.540 ;2022-02-18 00:34:49.368 ;12;100;1;48;1;2021-12-27 04:39:01.697 ;2021-12-27 04:39:01.697 ;70;-30;42;48;41;1;2021-12-28 02:43:58.951 ;2021-12-28 02:43:58.951 ;95;25;20;48;-22;1;2022-01-08 03:00:30.484 ;2022-01-08 03:00:30.484 ;90;-5;14;48;-6;1;2022-01-10 13:17:45.090 ;2022-01-10 13:17:45.090 ;75;-15;33;48;19;1;2022-01-12 13:34:11.426 ;2022-01-12 13:34:11.426 ;90;15;14;48;-19;1;2022-01-15 01:07:12.591 ;2022-01-15 01:07:12.591 ;85;-5;23;48;9;1;2022-01-15 06:49:51.343 ;2022-01-15 06:49:51.343 ;80;-5;22;48;-1;1;2022-01-16 05:28:20.537 ;2022-01-16 05:28:20.537 ;70;-10;30;48;8;2;2022-01-16 09:20:08.334 ;2022-01-16 10:20:06.787 ;55;-15;40;48;10;1;2022-01-16 10:31:00.339 ;2022-01-16 10:31:00.339 ;83,33;28,33;7;48;-33;1;2022-01-26 01:56:59.868 ;2022-01-26 01:56:59.868 ;81,21181818;22;48;100;33,2883187;21,02844367;73,91304348;42,74326862;E-P+
E3IN ;2021_2022;Python;44;1696;597;2021-12-04 05:32:40.169 ;2022-02-17 05:14:20.345 ;15;100;1;48;1;2021-12-19 04:27:02.001 ;2021-12-19 04:27:02.001 ;100;0;1;48;0;2;2021-12-24 06:14:37.524;2021-12-24 06:39:17.007 ;100;0;1;48;0;1;2021-12-29 10:07:09.156 ;2021-12-29 10:07:09.156 ;90;-10;14;48;13;1;2021-12-30 12:41:04.896 ;2021-12-30 12:41:04.896 ;80;-10;29;48;15;2;2022-01-06 09:06:14.725 ;2022-01-06 09:13:41.387 ;100;20;1;48;-28;2;2022-01-06 09:39:16.663 ;2022-01-09 05:14:04.086 ;95;-5;12;48;11;1;2022-01-07 15:58:42.541 ;2022-01-07 15:58:42.541 ;80;-15;22;48;10;1;2022-01-07 16:19:04.666 ;2022-01-07 16:19:04.666 ;100;20;1;48;-21;1;2022-01-07 17:08:36.548 ;2022-01-07 17:08:36.548 ;90;-10;8;48;7;1;2022-01-09 06:32:39.296 ;2022-01-09 06:32:39.296 ;83,33;-6,67;7;48;-1;1;2022-01-26 01:56:16.819 ;2022-01-26 01:56:16.819 ;92,57545455;9;48;100;40,31060095;21,06570612;95,65217391;52,34282699;E+P+
E3IN ;2021_2022;Python;9;1268;453;2022-01-14 03:55:15.959 ;2022-02-17 06:28:02.872 ;22;100;1;48;2;2022-01-14 07:14:33.977 ;2022-01-14 07:15:51.043;90;-10;21;48;20;5;2022-01-14 07:44:53.565 ;2022-01-14 07:54:25.361 ;100;10;1;48;-20;2;2022-01-14 08:11:25.982 ;2022-01-21 05:54:27.538 ;90;-10;14;48;13;1;2022-01-17 07:00:08.659 ;2022-01-17 07:00:08.659 ;90;0;16;48;2;3;2022-01-19 01:30:40.344 ;2022-01-19 01:42:20.318 ;80;-10;26;48;10;1;2022-01-19 03:08:28.334 ;2022-01-19 03:08:28.334 ;90;10;17;48;-9;3;2022-01-19 04:39:16.492 ;2022-01-19 04:46:47.890 ;80;-10;22;48;5;1;2022-01-19 06:33:05.886 ;2022-01-19 06:33:05.886 ;90;10;9;48;-13;1;2022-01-20 03:28:02.328 ;2022-01-20 03:28:02.328 ;90;0;8;48;-1;1;2022-01-21 04:16:48.912 ;2022-01-21 04:16:48.912 ;70;-20;31;48;23;1;2022-01-26 01:55:49.508 ;2022-01-26 01:55:49.508 ;88,18181818;15;48;100;30,58744092;15,74959632;19,56521739;21,96741821;E-P+
E3IN ;2021_2022;Python;13;632;326;2021-12-22 16:44:13.970 ;2022-02-17 01:10:37.211 ;14;100;1;48;2;2022-01-17 10:03:23.490 ;2022-01-19 09:03:20.334;100;0;1;48;0;1;2022-01-20 05:24:37.800 ;2022-01-20 05:24:37.800 ;90;-10;21;48;20;1;2022-01-20 05:31:22.566 ;2022-01-20 05:31:22.566 ;90;0;14;48;-7;1;2022-01-21 09:21:13.590 ;2022-01-21 09:21:13.590 ;90;0;16;48;2;1;2022-01-21 09:32:20.881 ;2022-01-21 09:32:20.881 ;100;10;1;48;-15;1;2022-01-21 09:40:19.778 ;2022-01-21 09:40:19.778 ;80;-20;29;48;28;2;2022-01-21 09:43:52.922 ;2022-01-21 09:45:49.152 ;75;-5;30;48;1;2;2022-01-21 09:54:27.117 ;2022-01-21 10:09:10.743 ;70;-5;30;48;0;1;2022-01-21 15:29:14.353 ;2022-01-21 15:29:14.353 ;80;10;20;48;-10;1;2022-01-21 15:32:12.227 ;2022-01-21 15:32:12.227 ;70;-10;31;48;11;1;2022-01-26 01:58:17.153 ;2022-01-26 01:58:17.153 ;85,90909091;18;48;100;22,01215395;7,849956527;28,26086957;19,37432668;E-P+
E3IN ;2021_2022;Python;13;431;229;2021-12-27 22:32:32.851 ;2022-02-17 05:10:47.644 ;13;83,33;30;48;1;2022-01-12 08:27:21.072 ;2022-01-12 08:27:21.072 ;80;-3,33;30;48;0;3;2022-01-12 08:31:29.247 ;2022-01-24 00:43:26.243 ;70;-10;44;48;14;3;2022-01-24 00:52:15.677 ;2022-01-24 01:00:02.116 ;80;10;27;48;-17;1;2022-01-24 01:04:46.191 ;2022-01-24 01:04:46.191 ;50;-30;46;48;19;4;2022-01-25 00:36:31.760 ;2022-01-25 02:26:43.131 ;0;-50;48;48;2;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;53,33;53,33;46;48;-2;1;2022-01-26 01:55:55.670 ;2022-01-26 01:55:55.670 ;37,87818182;42;48;54,54545455;15,46252532;5,353372252;28,26086957;16,35892238;E-P-
E3IN ;2021_2022;Python;20;1330;467;2021-12-08 12:43:10.196 ;2022-02-17 05:16:00.846 ;27;100;1;48;3;2022-01-02 03:41:28.716 ;2022-01-02 03:43:27.965 ;100;0;1;48;0;3;2022-01-02 06:37:53.145 ;2022-01-02 06:40:13.767 ;100;0;1;48;0;1;2022-01-02 07:49:07.969 ;2022-01-02 07:49:07.969 ;90;-10;14;48;13;2;2022-01-07 08:14:28.889 ;2022-01-07 08:16:47.508 ;100;10;1;48;-13;3;2022-01-07 10:23:28.106 ;2022-01-07 10:29:01.611 ;90;-10;14;48;13;1;2022-01-09 05:22:48.734 ;2022-01-09 05:22:48.734 ;100;10;1;48;-13;1;2022-01-11 05:06:58.383 ;2022-01-11 05:06:58.383 ;85;-15;15;48;14;1;2022-01-11 11:49:14.647 ;2022-01-11 11:49:14.647 ;90;5;9;48;-6;10;2022-01-12 00:41:21.527 ;2022-01-12 01:09:50.309 ;75;-15;23;48;14;1;2022-01-25 08:52:32.445 ;2022-01-25 08:52:32.445 ;83,33;8,33;7;48;-16;1;2022-01-26 01:57:38.541 ;2022-01-26 01:57:38.541 ;92,12090909;8;48;100;31,53274814;16,519687;43,47826087;30,510232;E-P+
E3IN ;2021_2022;Python;23;1478;518;2021-12-03 05:19:26.911 ;2022-01-28 07:14:00.568 ;19;100;1;48;3;2021-12-28 02:42:55.813 ;2021-12-28 02:45:12.215 ;90;-10;21;48;20;1;2021-12-28 03:16:04.127 ;2021-12-28 03:16:04.127 ;100;10;1;48;-20;2;2021-12-28 05:32:51.914 ;2021-12-28 05:40:06.560 ;90;-10;14;48;13;4;2021-12-29 07:49:34.597 ;2022-01-20 03:22:56.088 ;90;0;16;48;2;2;2022-01-17 14:01:06.361 ;2022-01-23 13:11:31.907 ;90;0;14;48;-2;1;2022-01-18 15:19:46.949 ;2022-01-18 15:19:46.949 ;95;5;12;48;-2;1;2022-01-19 02:30:42.280 ;2022-01-19 02:30:42.280 ;100;5;1;48;-11;2;2022-01-19 12:29:48.238 ;2022-01-23 13:09:14.232 ;90;-10;9;48;8;1;2022-01-23 14:19:26.794 ;2022-01-23 14:19:26.794 ;100;10;1;48;-8;1;2022-01-24 12:14:27.081 ;2022-01-24 12:14:27.081 ;83,33;-16,67;7;48;6;1;2022-01-26 01:56:11.589 ;2022-01-26 01:56:11.589 ;93,48454545;9;48;100;34,97636732;18,35796795;50;34,44477842;E-P+
E3IN ;2021_2022;Python;27;1608;599;2021-12-10 09:58:43.858 ;2022-02-17 07:47:28.227 ;21;83,33;30;48;1;2021-12-18 11:53:15.236 ;2021-12-18 11:53:15.236 ;90;6,67;21;48;-9;1;2021-12-18 12:49:29.680 ;2021-12-18 12:49:29.680 ;90;0;21;48;0;1;2021-12-19 02:56:06.299 ;2021-12-19 02:56:06.299 ;80;-10;27;48;6;1;2021-12-25 01:46:32.987 ;2021-12-25 01:46:32.987 ;95;15;12;48;-15;2;2021-12-26 03:34:22.366 ;2022-01-21 08:34:53.092 ;80;-15;26;48;14;2;2022-01-03 02:17:59.807 ;2022-01-03 02:36:52.342 ;90;10;17;48;-9;1;2022-01-05 01:13:44.223 ;2022-01-05 01:13:44.223 ;90;0;12;48;-5;1;2022-01-10 01:56:08.010 ;2022-01-10 01:56:08.010 ;100;10;1;48;-11;7;2022-01-16 12:56:01.507 ;2022-01-21 12:06:22.154 ;100;0;1;48;0;3;2022-01-17 03:26:38.895 ;2022-01-21 11:43:33.917 ;80;-20;17;48;16;1;2022-01-26 01:55:51.003 ;2022-01-26 01:55:51.003 ;88,93909091;17;48;100;40,44564483;19,9726742;58,69565217;39,70465707;E-P+
E3IN ;2021_2022;Python;46;2324;694;2021-12-09 06:49:36.301 ;2022-03-25 06:36:48.100 ;23;83,33;30;48;3;2021-12-22 12:02:24.350 ;2021-12-22 12:08:07.989 ;100;16,67;1;48;-29;2;2021-12-25 14:25:52.127 ;2021-12-25 14:39:40.306 ;70;-30;44;48;43;1;2021-12-26 05:14:23.538 ;2021-12-26 05:14:23.538 ;80;10;27;48;-17;2;2022-01-02 05:25:30.149 ;2022-01-02 05:29:33.011 ;70;-10;39;48;12;6;2022-01-02 13:10:09.221 ;2022-01-02 13:38:43.655 ;80;10;26;48;-13;2;2022-01-02 14:16:28.837 ;2022-01-02 14:22:53.471 ;75;-5;32;48;6;2;2022-01-02 15:00:09.228 ;2022-01-02 15:12:41.587 ;75;0;30;48;-2;1;2022-01-03 04:33:37.589 ;2022-01-03 04:33:37.589 ;70;-5;30;48;0;2;2022-01-04 10:57:03.612 ;2022-01-04 11:08:22.625 ;60;-10;38;48;8;1;2022-01-05 13:09:49.175 ;2022-01-05 13:09:49.175 ;63,33;3,33;39;48;1;1;2022-01-26 01:55:57.644 ;2022-01-26 01:55:57.644 ;75,15090909;31;48;100;46,86022957;28,86597938;100;58,57540299;E+P+
E3IN ;2021_2022;Python;24;1500;396;2021-12-03 07:29:36.623;2022-02-17 06:38:20.223 ;13;100;1;48;1;2021-12-14 11:48:35.522 ;2021-12-14 11:48:35.522 ;100;0;1;48;0;2;2021-12-16 11:14:58.784 ;2021-12-16 11:26:44.550 ;100;0;1;48;0;1;2021-12-19 08:24:26.366 ;2021-12-19 08:24:26.366 ;80;-20;27;48;26;1;2021-12-28 11:41:41.907 ;2021-12-28 11:41:41.907 ;95;15;12;48;-15;1;2022-01-17 10:40:56.056 ;2022-01-17 10:40:56.056 ;100;5;1;48;-11;1;2022-01-17 12:07:31.755 ;2022-01-17 12:07:31.755 ;95;-5;12;48;11;1;2022-01-18 11:43:37.045 ;2022-01-18 11:43:37.045 ;95;0;10;48;-2;1;2022-01-18 12:59:15.181 ;2022-01-18 12:59:15.181 ;80;-15;15;48;5;1;2022-01-20 11:39:53.610 ;2022-01-20 11:39:53.610 ;70;-10;34;48;19;1;2022-01-21 13:12:17.370 ;2022-01-21 13:12:17.370 ;80;10;17;48;-17;1;2022-01-26 01:55:52.465 ;2022-01-26 01:55:52.465 ;90,45454545;12;48;100;26,73869007;18,63122593;52,17391304;32,51460968;E-P+
