PUBLIC;ACADEMIC_Y;COURSE_NAME;COURSE_ACCESS_CONNECTION;COURSE_ACCESS_MINUTES;COURSE_INTERACTIONS;FIRST_COURSE_ACCESS;LAST_COURSE_ACCESS;T_EXE_SUBMISSION_COUNT;RATING_S1Q1;RANK_S1Q1;TOTAL_STUDENTS_NUMBER;S1Q1_EXE_SUBMISSION_COUNT;FIRST_S1Q1_EXE_SUBMISSION;LAST_S1Q1_EXE_SUBMISSION;RATING_S2Q1;DIFF_RATING_S2Q1;RANK_S2Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S2Q1;S2Q1_EXE_SUBMISSION_COUNT;FIRST_S2Q1_EXE_SUBMISSION;LAST_S2Q1_EXE_SUBMISSION;RATING_S3Q1;DIFF_RATING_S3Q1;RANK_S3Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S3Q1;S3Q1_EXE_SUBMISSION_COUNT;FIRST_S3Q1_EXE_SUBMISSION;LAST_S3Q1_EXE_SUBMISSION;RATING_S4Q1;DIFF_RATING_S4Q1;RANK_S4Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S4Q1;S4Q1_EXE_SUBMISSION_COUNT;FIRST_S4Q1_EXE_SUBMISSION;LAST_S4Q1_EXE_SUBMISSION;RATING_S5Q1;DIFF_RATING_S5Q1;RANK_S5Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S5Q1;S5Q1_EXE_SUBMISSION_COUNT;FIRST_S5Q1_EXE_SUBMISSION;LAST_S5Q1_EXE_SUBMISSION;RATING_S6Q1;DIFF_RATING_S6Q1;RANK_S6Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S6Q1;S6Q1_EXE_SUBMISSION_COUNT;FIRST_S6Q1_EXE_SUBMISSION;LAST_S6Q1_EXE_SUBMISSION;RATING_S7Q1;DIFF_RATING_S7Q1;RANK_S7Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S7Q1;S7Q1_EXE_SUBMISSION_COUNT;FIRST_S7Q1_EXE_SUBMISSION;LAST_S7Q1_EXE_SUBMISSION;RATING_S8Q1;DIFF_RATING_S8Q1;RANK_S8Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S8Q1;S8Q1_EXE_SUBMISSION_COUNT;FIRST_S8Q1_EXE_SUBMISSION;LAST_S8Q1_EXE_SUBMISSION;RATING_S9Q1;DIFF_RATING_S9Q1;RANK_S9Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S9Q1;S9Q1_EXE_SUBMISSION_COUNT;FIRST_S9Q1_EXE_SUBMISSION;LAST_S9Q1_EXE_SUBMISSION;RATING_S10Q1;DIFF_RATING_S10Q1;RANK_S10Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S10Q1;S10Q1_EXE_SUBMISSION_COUNT;FIRST_S10Q1_EXE_SUBMISSION;LAST_S10Q1_EXE_SUBMISSION;RATING_FINAL_EXAM;DIFF_RATING_FINAL_EXAM;RANK_FINAL_EXAM;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_FINAL_EXAM;FE_EXE_SUBMISSION_COUNT;FIRST_FE_EXE_SUBMISSION;LAST_FE_EXE_SUBMISSION;AVG_RATING;RANK;TOTAL_STUDENTS_NUMBER;ACTIVITY_ORIENTED_INVESTMENT;INTERACTION_ORIENTED_INVESTMENT;COURSE_ACCESS_CONNECTION_ORIENTED_INVESTMENT;COURSE_ACCESS_COUNT_ORIENTED_INVESTMENT;ENGAGEMENT;DIFFICULTY
E3IN ;2021_2022;Python;46;3287;1481;2021-12-03 00:58:58.294;2022-02-17 01:56:02.155 ;104;100;1;48;5;2022-01-06 20:18:56.162 ;2022-01-07 00:19:58.022 ;100;0;1;48;0;2;2022-01-07 00:43:56.750 ;2022-01-07 00:50:18.561 ;100;0;1;48;0;13;2022-01-07 01:13:00.830 ;2022-01-21 06:43:15.405;100;0;1;48;0;14;2022-01-08 08:43:48.247 ;2022-01-18 13:12:55.582 ;100;0;1;48;0;5;2022-01-11 12:43:35.783 ;2022-01-21 10:27:23.718 ;100;0;1;48;0;6;2022-01-12 14:23:53.639 ;2022-01-12 16:00:02.051 ;100;0;1;48;0;13;2022-01-12 16:17:29.505 ;2022-01-21 01:05:28.629 ;100;0;1;48;0;10;2022-01-15 10:58:59.044 ;2022-01-21 05:31:10.327 ;100;0;1;48;0;23;2022-01-15 17:36:08.232 ;2022-01-21 11:18:16.981 ;100;0;1;48;0;12;2022-01-16 14:07:04.630 ;2022-01-21 11:14:09.430 ;70;-30;31;48;30;1;2022-01-26 01:57:19.359 ;2022-01-26 01:57:19.359 ;97,27272727;4;48;100;100;40,82722643;100;80,27574214;E+P+
E3IN ;2021_2022;Python;26;2240;472;2021-12-06 02:37:20.967 ;2022-02-17 07:06:40.616 ;24;100;1;48;4;2022-01-06 14:02:26.067 ;2022-01-06 14:06:49.837 ;80;-20;30;48;29;2;2022-01-09 04:37:04.589 ;2022-01-09 04:40:43.206 ;90;10;21;48;-9;2;2022-01-10 06:39:53.231 ;2022-01-10 06:44:02.741 ;70;-20;38;48;17;1;2022-01-12 15:15:18.327 ;2022-01-12 15:15:18.327 ;70;0;39;48;1;5;2022-01-17 03:30:24.299 ;2022-01-17 03:50:29.585 ;90;20;14;48;-25;2;2022-01-17 06:08:11.007 ;2022-01-17 06:20:10.001 ;75;-15;32;48;18;1;2022-01-18 01:53:51.453 ;2022-01-18 01:53:51.453 ;80;5;22;48;-10;3;2022-01-18 03:33:20.496 ;2022-01-19 02:46:17.940 ;80;0;15;48;-7;1;2022-01-24 07:13:39.295 ;2022-01-24 07:13:39.295 ;90;10;8;48;-7;2;2022-01-24 07:21:12.959 ;2022-01-24 07:24:59.468;56,67;-33,33;44;48;36;1;2022-01-26 01:57:21.707 ;2022-01-26 01:57:21.707 ;80,15181818;24;48;100;31,87035787;27,82263073;56,52173913;38,73824258;E-P+
E3IN ;2021_2022;Python;32;2865;559;2021-12-09 05:19:18.894 ;2022-02-17 07:11:32.702 ;21;100;1;48;1;2021-12-09 06:26:33.994 ;2021-12-09 06:26:33.994 ;100;0;1;48;0;2;2021-12-22 05:28:38.404 ;2021-12-22 05:40:50.241 ;100;0;1;48;0;2;2021-12-23 00:41:11.417 ;2021-12-23 00:59:09.712 ;100;0;1;48;0;2;2022-01-06 02:36:11.373 ;2022-01-06 02:50:17.277 ;100;0;1;48;0;2;2022-01-06 07:48:00.217 ;2022-01-06 07:59:37.292 ;100;0;1;48;0;2;2022-01-07 05:39:10.627 ;2022-01-07 05:45:29.873 ;100;0;1;48;0;4;2022-01-07 07:25:04.464 ;2022-01-07 08:25:37.532 ;100;0;1;48;0;2;2022-01-08 07:13:36.665 ;2022-01-08 08:07:18.534 ;100;0;1;48;0;1;2022-01-09 08:47:27.369 ;2022-01-09 08:47:27.369 ;90;-10;8;48;7;2;2022-01-17 05:52:02.692 ;2022-01-21 13:40:36.605 ;73,33;-16,67;29;48;21;1;2022-01-26 01:56:01.258 ;2022-01-26 01:56:01.258 ;96,66636364;4;48;100;37,74476705;35,58564154;69,56521739;47,63187533;E-P+
E3IN ;2021_2022;Python;25;2056;607;2021-12-10 05:03:50.652 ;2022-02-28 00:42:29.222 ;62;100;1;48;2;2022-01-03 01:56:56.439 ;2022-01-03 02:11:42.452 ;100;0;1;48;0;2;2022-01-03 02:51:52.548 ;2022-01-03 03:17:16.783 ;100;0;1;48;0;2;2022-01-04 04:54:00.138 ;2022-01-04 04:58:15.489 ;100;0;1;48;0;2;2022-01-12 03:14:51.119 ;2022-01-12 03:17:49.631 ;95;-5;12;48;11;2;2022-01-12 07:02:56.296 ;2022-01-12 07:06:26.039 ;90;-5;14;48;2;6;2022-01-13 05:22:06.780 ;2022-01-13 05:38:33.401 ;85;-5;23;48;9;6;2022-01-13 06:53:39.853 ;2022-01-13 07:24:09.319 ;85;0;15;48;-8;6;2022-01-17 10:56:21.061 ;2022-01-17 11:01:51.089 ;80;-5;15;48;0;13;2022-01-17 11:56:31.033 ;2022-01-17 12:08:58.541 ;90;10;8;48;-7;20;2022-01-18 06:05:07.274 ;2022-01-18 06:25:15.791 ;70;-20;31;48;23;1;2022-01-26 01:57:24.528 ;2022-01-26 01:57:24.528 ;90,45454545;11;48;100;40,98582039;25,53720035;54,34782609;40,29028228;E-P+
E3IN ;2021_2022;Python;18;2204;574;2021-12-14 16:54:31.833 ;2022-02-17 07:33:03.446 ;39;100;1;48;2;2022-01-15 09:00:49.700 ;2022-01-15 09:04:30.727 ;100;0;1;48;0;2;2022-01-15 12:51:33.543 ;2022-01-15 13:12:49.141 ;100;0;1;48;0;1;2022-01-15 14:20:48.064 ;2022-01-15 14:20:48.064 ;100;0;1;48;0;1;2022-01-16 06:25:58.012 ;2022-01-16 06:25:58.012;100;0;1;48;0;1;2022-01-16 10:35:08.307 ;2022-01-16 10:35:08.307 ;90;-10;14;48;13;4;2022-01-16 11:51:00.766 ;2022-01-16 12:27:34.169 ;90;0;17;48;3;6;2022-01-16 12:48:04.522 ;2022-01-16 14:11:46.370 ;100;10;1;48;-16;2;2022-01-19 11:03:51.037 ;2022-01-19 11:18:33.753 ;90;-10;9;48;8;6;2022-01-19 13:28:46.393 ;2022-01-19 14:12:06.686 ;90;0;8;48;-1;13;2022-01-20 10:28:23.919 ;2022-01-20 15:12:24.600 ;76,67;-13,33;24;48;16;1;2022-01-26 01:56:05.655 ;2022-01-26 01:56:05.655 ;94,24272727;7;48;100;38,75759622;27,37548131;39,13043478;35,08783744;E-P+
E3IN ;2021_2022;Python;40;8051;1230;2021-12-14 05:17:01.657 ;2022-05-19 14:59:56.494 ;31;83,33;30;48;7;2022-01-02 01:35:04.420 ;2022-01-02 06:02:43.511 ;80;-3,33;30;48;0;5;2022-01-02 08:33:25.961 ;2022-01-02 08:40:03.269 ;75;-5;40;48;10;2;2022-01-07 08:32:41.235 ;2022-01-07 08:33:56.160 ;70;-5;38;48;-2;1;2022-01-08 06:41:24.223 ;2022-01-08 06:41:24.223 ;70;0;39;48;1;1;2022-01-09 06:31:35.537 ;2022-01-09 06:31:35.537 ;80;10;26;48;-13;3;2022-01-09 08:08:09.798 ;2022-01-09 15:39:21.103 ;70;-10;42;48;16;3;2022-01-09 15:58:51.956 ;2022-01-09 16:04:04.646 ;85;15;15;48;-27;1;2022-01-11 09:14:08.102 ;2022-01-11 09:14:08.102 ;80;-5;15;48;0;6;2022-01-16 12:34:08.700 ;2022-01-17 13:23:57.281 ;15;-65;44;48;29;1;2022-01-17 13:26:28.342 ;2022-01-17 13:26:28.342 ;76,67;61,67;24;48;-20;1;2022-01-26 01:56:26.185 ;2022-01-26 01:56:26.185 ;71,36363636;31;48;90,90909091;83,0519919;100;86,95652174;90,00283788;E+P+
E3IN ;2021_2022;Python;18;2730;534;2021-12-15 11:07:25.056 ;2022-02-17 07:43:52.367 ;22;83,33;30;48;5;2021-12-25 07:52:22.966 ;2021-12-25 08:02:36.548 ;80;-3,33;30;48;0;4;2022-01-09 08:38:42.104 ;2022-01-09 08:45:41.359 ;90;10;21;48;-9;1;2022-01-11 10:34:38.777 ;2022-01-11 10:34:38.777;70;-20;38;48;17;2;2022-01-15 09:59:36.220 ;2022-01-15 10:04:58.751 ;75;5;33;48;-5;1;2022-01-16 04:05:05.564 ;2022-01-16 04:05:05.564 ;70;-5;41;48;8;1;2022-01-16 07:19:52.022 ;2022-01-16 07:19:52.022 ;75;5;32;48;-9;1;2022-01-16 10:37:43.756 ;2022-01-16 10:37:43.756 ;75;0;30;48;-2;1;2022-01-22 06:35:20.430 ;2022-01-22 06:35:20.430 ;70;-5;30;48;0;4;2022-01-22 09:55:02.174 ;2022-01-22 11:59:58.740 ;50;-20;41;48;11;1;2022-01-23 06:14:06.718 ;2022-01-23 06:14:06.718 ;50;0;47;48;6;1;2022-01-26 01:59:03.106 ;2022-01-26 01:59:03.106 ;71,66636364;34;48;100;36,05671843;33,9088312;39,13043478;36,36532814;E-P+
E3IN ;2021_2022;Python;24;1350;679;2021-12-07 02:46:22.862 ;2022-02-17 05:11:18.723;62;100;1;48;8;2022-01-07 02:11:30.965 ;2022-01-21 12:22:49.884 ;100;0;1;48;0;6;2022-01-07 04:08:19.189 ;2022-01-21 12:13:47.493 ;100;0;1;48;0;21;2022-01-07 05:14:50.398 ;2022-01-21 12:19:38.141 ;100;0;1;48;0;2;2022-01-10 05:30:28.856 ;2022-01-21 12:17:07.084 ;100;0;1;48;0;3;2022-01-10 05:54:10.163 ;2022-01-21 11:09:20.354 ;100;0;1;48;0;3;2022-01-10 06:06:11.193 ;2022-01-20 10:00:31.085 ;100;0;1;48;0;8;2022-01-16 02:30:33.194 ;2022-01-21 12:31:01.690 ;100;0;1;48;0;3;2022-01-16 04:49:18.767 ;2022-01-21 12:28:04.301 ;90;-10;9;48;8;3;2022-01-16 05:21:25.107 ;2022-01-21 12:23:46.642 ;80;-10;20;48;11;4;2022-01-16 06:14:15.315 ;2022-01-21 12:38:37.361 ;80;0;17;48;-3;1;2022-01-26 01:57:34.641 ;2022-01-26 01:57:34.641 ;95,45454545;5;48;100;45,84740041;16,76810334;52,17391304;38,26313893;E-P+
E3IN ;2021_2022;Python;27;1408;989;2021-12-05 07:12:08.302 ;2022-02-17 02:52:37.823 ;184;100;1;48;3;2021-12-08 03:09:41.167 ;2021-12-08 03:14:54.085 ;100;0;1;48;0;26;2021-12-15 04:48:22.568 ;2021-12-27 05:09:03.605 ;100;0;1;48;0;14;2021-12-27 07:23:54.072 ;2021-12-27 07:31:49.342 ;100;0;1;48;0;7;2021-12-28 06:10:24.402 ;2022-01-21 09:42:39.347 ;100;0;1;48;0;25;2021-12-29 01:28:45.188 ;2021-12-29 02:00:46.335 ;100;0;1;48;0;25;2021-12-29 02:09:33.160 ;2021-12-29 02:18:05.143 ;100;0;1;48;0;16;2021-12-29 02:21:35.944 ;2021-12-29 02:27:18.942 ;100;0;1;48;0;10;2021-12-29 02:37:34.163 ;2021-12-29 02:40:47.301 ;100;0;1;48;0;32;2021-12-29 02:44:53.919 ;2021-12-29 02:55:41.651 ;100;0;1;48;0;25;2021-12-29 02:59:13.298 ;2021-12-29 03:09:33.427 ;76,67;-23,33;24;48;23;1;2022-01-26 02:00:53.382 ;2022-01-26 02:00:53.382 ;97,87909091;3;48;100;66,77920324;17,48851074;58,69565217;47,65445539;E-P+
E3IN ;2021_2022;Python;10;399;82;2022-01-22 09:12:59.420 ;2022-02-17 05:15:46.097 ;3;83,33;30;48;1;2022-01-24 00:02:43.401 ;2022-01-24 00:02:43.401 ;100;16,67;1;48;-29;1;2022-01-24 06:13:42.788 ;2022-01-24 06:13:42.788 ;0;-100;48;48;47;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;45;48;-3;0;NULL;NULL;0;0;45;48;0;0;NULL;NULL;70;70;31;48;-14;1;2022-01-26 01:57:26.115 ;2022-01-26 01:57:26.115 ;23,03;40;48;27,27272727;5,53679946;4,955906099;21,73913043;10,74394533;E-P-
E3IN ;2021_2022;Python;36;2562;502;2021-12-03 03:46:11.362 ;2022-02-17 04:30:50.181 ;12;83,33;30;48;1;2021-12-07 06:18:31.090 ;2021-12-07 06:18:31.090 ;80;-3,33;30;48;0;1;2021-12-08 05:22:59.062 ;2021-12-08 05:22:59.062 ;80;0;38;48;8;1;2021-12-09 04:41:31.217 ;2021-12-09 04:41:31.217 ;90;10;14;48;-24;1;2021-12-09 06:33:19.902 ;2021-12-09 06:33:19.902 ;90;0;16;48;2;1;2022-01-15 06:43:23.586 ;2022-01-15 06:43:23.586 ;70;-20;41;48;25;1;2022-01-16 06:49:05.802 ;2022-01-16 06:49:05.802 ;95;25;12;48;-29;1;2022-01-17 01:15:50.780 ;2022-01-17 01:15:50.780 ;85;-10;15;48;3;1;2022-01-17 04:29:29.261 ;2022-01-17 04:29:29.261 ;70;-15;48;48;33;2;2022-01-17 05:49:29.614 ;2022-01-17 06:08:58.678 ;80;10;20;48;-28;1;2022-01-20 23:41:11.986 ;2022-01-20 23:41:11.986 ;56,67;-23,33;44;48;24;1;2022-01-26 01:57:12.003 ;2022-01-26 01:57:12.003 ;80;28;48;100;33,89601621;31,8221339;78,26086957;47,99300656;E-P+
E3IN ;2021_2022;Python;30;1935;482;2021-12-17 02:00:12.315 ;2022-04-18 05:29:27.094 ;11;83,33;30;48;1;2021-12-20 07:36:18.254 ;2021-12-20 07:36:18.254 ;100;16,67;1;48;-29;1;2021-12-20 08:25:53.569 ;2021-12-20 08:25:53.569 ;90;-10;21;48;20;1;2021-12-22 02:05:19.330 ;2021-12-22 02:05:19.330 ;70;-20;38;48;17;1;2021-12-28 00:49:39.797 ;2021-12-28 00:49:39.797 ;95;25;12;48;-26;1;2022-01-04 14:26:52.491 ;2022-01-04 14:26:52.491 ;100;5;1;48;-11;1;2022-01-05 07:14:51.689 ;2022-01-05 07:14:51.689 ;85;-15;23;48;22;1;2022-01-06 01:43:14.915 ;2022-01-06 01:43:14.915 ;85;0;15;48;-8;1;2022-01-06 02:39:25.287 ;2022-01-06 02:39:25.287 ;70;-15;30;48;15;1;2022-01-06 07:21:42.838 ;2022-01-06 07:21:42.838 ;85;15;18;48;-12;1;2022-01-24 07:12:57.010 ;2022-01-24 07:12:57.010 ;63,33;-21,67;39;48;21;1;2022-01-26 01:55:56.416 ;2022-01-26 01:55:56.416 ;84,24181818;21;48;100;32,54557731;24,03428146;65,2173913;40,59908336;E-P+
E3IN ;2021_2022;Python;43;1847;939;2021-12-06 00:15:42.484 ;2022-02-24 05:08:04.620 ;75;100;1;48;6;2021-12-15 07:02:23.055 ;2022-01-11 04:59:27.706 ;100;0;1;48;0;13;2022-01-11 06:43:01.143 ;2022-01-11 07:05:31.966 ;100;0;1;48;0;4;2022-01-12 05:56:10.984 ;2022-01-12 06:07:40.960 ;90;-10;14;48;13;16;2022-01-13 05:50:28.395 ;2022-01-13 06:23:32.386 ;90;0;16;48;2;14;2022-01-14 04:55:21.121 ;2022-01-21 08:12:38.875 ;100;10;1;48;-15;1;2022-01-17 07:11:59.528 ;2022-01-17 07:11:59.528 ;100;0;1;48;0;2;2022-01-17 07:39:33.831 ;2022-01-17 07:50:49.714 ;100;0;1;48;0;4;2022-01-17 08:09:50.082 ;2022-01-21 07:37:50.325 ;100;0;1;48;0;2;2022-01-18 06:23:34.240 ;2022-01-22 04:48:19.555 ;100;0;1;48;0;12;2022-01-19 06:37:55.759 ;2022-01-22 04:46:20.798 ;90;-10;2;48;1;1;2022-01-26 01:55:47.858 ;2022-01-26 01:55:47.858 ;97,27272727;4;48;100;63,40310601;22,94124953;93,47826087;59,94087214;E+P+
E3IN ;2021_2022;Python;11;379;287;2021-12-03 03:45:11.484 ;2022-02-17 04:35:47.261 ;13;83,33;30;48;1;2022-01-22 07:10:49.891 ;2022-01-22 07:10:49.891 ;80;-3,33;30;48;0;1;2022-01-22 07:18:43.395 ;2022-01-22 07:18:43.395 ;90;10;21;48;-9;2;2022-01-22 08:21:08.102 ;2022-01-22 08:27:20.674 ;80;-10;27;48;6;1;2022-01-23 05:50:18.536 ;2022-01-23 05:50:18.536 ;70;-10;39;48;12;2;2022-01-23 16:43:50.587 ;2022-01-23 16:50:24.455 ;80;10;26;48;-13;1;2022-01-23 16:53:50.629 ;2022-01-23 16:53:50.629 ;75;-5;32;48;6;1;2022-01-24 06:40:03.304 ;2022-01-24 06:40:03.304 ;80;5;22;48;-10;1;2022-01-24 06:47:11.312 ;2022-01-24 06:47:11.312 ;70;-10;30;48;8;1;2022-01-24 06:51:27.894 ;2022-01-24 06:51:27.894 ;75;5;23;48;-7;1;2022-01-24 06:55:07.512 ;2022-01-24 06:55:07.512 ;80;5;17;48;-6;1;2022-01-26 01:55:51.524 ;2022-01-26 01:55:51.524 ;78,48454545;27;48;100;19,37879811;4,707489753;23,91304348;15,99977711;E-P+
E3IN ;2021_2022;Python;16;639;341;2021-12-07 00:35:07.487 ;2022-02-17 07:44:03.828 ;15;100;1;48;3;2022-01-16 08:20:11.782 ;2022-01-16 08:25:40.761 ;80;-20;30;48;29;2;2022-01-16 23:49:55.824;2022-01-16 23:58:43.799 ;75;-5;40;48;10;2;2022-01-17 12:17:37.395 ;2022-01-17 12:37:00.176 ;70;-5;38;48;-2;2;2022-01-17 13:37:27.784 ;2022-01-17 13:39:53.215 ;70;0;39;48;1;3;2022-01-18 01:46:21.162 ;2022-01-18 02:01:28.096 ;70;0;41;48;2;1;2022-01-18 06:49:57.351 ;2022-01-18 06:49:57.351 ;0;-70;48;48;7;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;45;48;-3;0;NULL;NULL;76,67;76,67;24;48;-21;1;2022-01-26 01:57:10.116 ;2022-01-26 01:57:10.116 ;49,24272727;37;48;63,63636364;23,02498312;7,936902248;34,7826087;21,91483135;E-P-
E3IN ;2021_2022;Python;14;1064;327;2022-01-11 00:00:44.337 ;2022-02-17 05:19:55.907 ;26;100;1;48;2;2022-01-11 02:39:08.760 ;2022-01-11 02:42:38.210 ;90;-10;21;48;20;3;2022-01-12 06:19:38.401 ;2022-01-12 06:32:52.454 ;90;0;21;48;0;3;2022-01-18 07:23:30.086 ;2022-01-18 07:33:09.679 ;70;-20;38;48;17;5;2022-01-18 15:09:58.890 ;2022-01-18 15:15:39.962 ;75;5;33;48;-5;4;2022-01-19 11:21:57.783 ;2022-01-19 11:27:46.595 ;90;15;14;48;-19;2;2022-01-20 12:35:42.706 ;2022-01-20 12:37:06.200 ;70;-20;42;48;28;3;2022-01-20 15:09:08.391 ;2022-01-20 15:17:34.025 ;80;10;22;48;-20;1;2022-01-24 07:14:03.303 ;2022-01-24 07:14:03.303 ;70;-10;30;48;8;1;2022-01-24 07:18:33.725 ;2022-01-24 07:18:33.725 ;90;20;8;48;-22;1;2022-01-24 07:21:06.633 ;2022-01-24 07:21:06.633 ;83,33;-6,67;7;48;-1;1;2022-01-26 01:58:57.922 ;2022-01-26 01:58:57.922 ;82,57545455;22;48;100;22,07967589;13,2157496;30,43478261;21,91006937;E-P+
BTS_SIO SLAM ;2021_2022;Python;8;272;111;2022-01-04 05:52:00.363 ;2022-05-30 05:05:20.689 ;10;100;1;6;4;2022-01-17 00:26:36.523 ;2022-01-17 00:28:49.546 ;80;-20;1;6;0;5;2022-01-17 00:30:00.373 ;2022-01-17 00:40:41.796 ;65;-15;1;6;0;1;2022-01-17 02:06:19.297 ;2022-01-17 02:06:19.297 ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;81,66666667;14;6;100;100;98,90909091;80;92,96969697;E+P+
BTS_SIO SLAM ;2021_2022;Python;10;88;88;2022-01-03 14:06:45.863 ;2022-03-03 04:00:10.563 ;1;83,33;2;6;1;2022-02-14 00:17:52.404 ;2022-02-14 00:17:52.404 ;0;-83,33;6;6;4;0;NULL;NULL;0;0;6;6;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;27,77666667;1;6;33,33333333;79,27927928;32;100;70,42642643;E+P-
BTS_SIO SLAM ;2021_2022;Python;6;267;67;2022-01-04 04:43:51.168 ;2022-03-02 23:28:09.064 ;1;0;6;6;0;NULL;NULL;0;0;6;6;0;0;NULL;NULL;0;0;6;6;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;5;6;0;60,36036036;97,09090909;60;72,48375648;E+P-
BTS_SIO SLAM ;2021_2022;Python;6;275;65;2022-01-04 05:54:50.743 ;2022-02-14 03:06:05.661 ;2;83,33;2;6;2;2022-02-14 00:09:12.415 ;2022-02-14 03:05:34.069 ;0;-83,33;6;6;4;0;NULL;NULL;0;0;6;6;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;27,77666667;6;6;33,33333333;58,55855856;100;60;72,85285285;E+P-
BTS_SIO SLAM ;2021_2022;Python;8;75;52;2022-01-04 04:31:22.354 ;2022-05-10 10:08:52.980 ;1;0;6;6;0;NULL;NULL;0;0;6;6;0;0;NULL;NULL;0;0;6;6;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;5;6;0;46,84684685;27,27272727;80;51,37319137;E+P-
BTS_SIO SLAM ;2021_2022;Python;6;163;63;2022-01-03 08:26:46.917 ;2022-02-14 00:35:10.175 ;1;83,33;2;6;1;2022-02-14 00:08:58.345 ;2022-02-14 00:08:58.345 ;0;-83,33;6;6;4;0;NULL;NULL;0;0;6;6;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;27,77666667;6;6;33,33333333;56,75675676;59,27272727;60;58,67649468;E+P-
